image,x,y,w,h
images/9dd291db-58e3-4607-b8e4-495b237e867b.jpg,0.47265625,0.425,0.57734375,0.54921875
images/0dccb644-c0fe-4e13-9495-12a1e419856e.jpg,0.615625,0.25859375,0.21640625,0.1140625
images/3b667783-985a-4faf-b13a-9a6fa2adc82d.jpg,0.5921875,0.52109375,0.6359375,0.75390625
images/75e40031-6800-4b50-90de-2adc6da44e35.jpg,0.45078125,0.45,0.0515625,0.03046875
images/1cf38a2e-1467-4f76-a828-0fd8a19fb670.jpg,0.565625,0.48984375,0.86875,0.75234375
images/1d2f9692-93b8-4d3b-8318-24c2dd74a4f4.jpg,0.5703125,0.57421875,0.85546875,0.6453125
images/451452d3-6de2-45f5-9e71-eb66a053695a.jpg,0.4953125,0.3375,0.990625,0.675
images/7082016e-b84d-4a60-9356-396c20aadcf4.jpg,0.54453125,0.31015625,0.9109375,0.5953125
images/d39c3a4a-a49c-48c4-81d1-ac21baedc4eb.jpg,0.5109375,0.4625,0.8875,0.66484375
images/a7dcbcf6-999b-46ed-a81d-4b16d5b83cb9.jpg,0.665625,0.3125,0.23046875,0.14140625
images/eb6dd7ac-007b-414a-85e3-66dd57096a8b.jpg,0.51015625,0.40703125,0.2015625,0.196875
images/e53f5d9f-63a4-4657-b390-66b310099299.jpg,0.50703125,0.48984375,0.128125,0.096875
images/43921aaf-039c-4dd0-9870-407440b5b873.jpg,0.48046875,0.50703125,0.8046875,0.9453125
images/7f5fb4fd-e1ef-42e0-b0d9-1a1240c913c3.jpg,0.48984375,0.49453125,0.615625,0.66796875
images/3e11134e-3bd1-46b9-8304-c8f625bd7dc7.jpg,0.26796875,0.4953125,0.44140625,0.37734375
images/e4b899aa-22a9-4d9c-9e9d-115c166cffd3.jpg,0.7578125,0.403125,0.34921875,0.246875
images/21e16965-d90c-4d8c-afc9-6c2c0f6c1d3d.jpg,0.48359375,0.45078125,0.8171875,0.59140625
images/0cba44bf-fce1-44bb-b56b-ea315faea304.jpg,0.575,0.465625,0.16015625,0.10546875
images/9485dddf-47a6-48fd-8c6c-04a476ef705a.jpg,0.5,0.3359375,1.0,0.671875
images/7a5cf145-98e5-40e9-ad52-86baf7bc1a5d.jpg,0.6734375,0.49375,0.16875,0.1265625
images/a3b0ddff-3010-47bc-9e98-d357a8218789.jpg,0.1828125,0.3703125,0.16015625,0.259375
images/240c5b00-c558-4da9-9f71-4fcbff254107.jpg,0.5,0.6140625,1.0,0.390625
images/10270582-2042-40a3-a6eb-a0343aac68fa.jpg,0.52109375,0.68671875,0.67109375,0.490625
images/018bba5d-1d6b-4f57-908f-561e9fff1dd2.jpg,0.5921875,0.46015625,0.07890625,0.0765625
images/76955b7a-af3f-46e4-8a69-efd098672e05.jpg,0.49375,0.37890625,0.34765625,0.1265625
images/c1b79c99-b548-41c4-8876-fa54d6c2e126.jpg,0.45546875,0.36484375,0.10859375,0.046875
images/bb8cc610-679e-4a6b-817b-1dbbec2bcc8a.jpg,0.5046875,0.30546875,0.8421875,0.4375
images/79db5f23-bd0e-427f-badd-308283478135.jpg,0.3859375,0.83359375,0.30078125,0.26640625
images/a9f07ec4-e328-480f-8a43-d84042311bdf.jpg,0.5,0.53828125,1.0,0.6625
images/a8d6352b-4d13-4c2a-b04f-0c459a9fb77b.jpg,0.50078125,0.34140625,0.94375,0.49296875
images/61803eed-ad07-4f75-a9a5-704f7f723b7c.jpg,0.34375,0.36171875,0.61015625,0.3203125
images/c0dbf793-8c94-434b-970e-a0f0100abf97.jpg,0.5671875,0.515625,0.13203125,0.0984375
images/6371305a-c86c-4cf5-993d-ed4a8348ac66.jpg,0.32578125,0.36875,0.5484375,0.65546875
images/f3773080-0b07-4f5a-ba22-2aaf3f21e2f3.jpg,0.265625,0.340625,0.15390625,0.178125
images/90d5e4fd-ed12-408b-9bc1-dfa774c8cfea.jpg,0.82890625,0.27734375,0.12421875,0.1703125
images/3b4e251f-95e1-4217-9af0-b9b60bc3eaa7.jpg,0.3296875,0.34609375,0.040625,0.04140625
images/d0892ddd-d70b-4202-b149-f8e160f38c9c.jpg,0.53046875,0.48359375,0.71875,0.61953125
images/5e83b55f-277b-48ba-85bc-5e8d5fcfa857.jpg,0.515625,0.659375,0.934375,0.48203125
images/0af5a657-878d-4d3e-a2bf-9bb7710ff654.jpg,0.5,0.4046875,0.69453125,0.3390625
images/5ecd3a06-f8c6-4bcf-80bb-d009bc19b198.jpg,0.51875,0.30234375,0.96171875,0.5359375
images/0b29ea0e-2314-496d-a0ca-7207fc951af6.jpg,0.61953125,0.4359375,0.221875,0.353125
images/b056fc5c-5864-4238-bf0e-fb7828ec3dae.jpg,0.45234375,0.48125,0.753125,0.39453125
images/fe70e13f-faac-4234-8353-72f1831995df.jpg,0.4765625,0.2671875,0.11328125,0.0546875
images/85af375a-0b9c-4d41-aaa0-521bab157361.jpg,0.50546875,0.48359375,0.95390625,0.44765625
images/9c77f844-df72-4482-b24b-a8a76eb4a02e.jpg,0.4484375,0.38203125,0.053125,0.053125
images/22b56fb9-c483-4aff-9bab-80807b79e5c0.jpg,0.4921875,0.46640625,0.17265625,0.21640625
images/424f0ea8-569e-4c35-ad2d-468734cd6e7f.jpg,0.35078125,0.36953125,0.1140625,0.10546875
images/dba5e8f6-46d1-4b6f-b9b7-809ce443c1d7.jpg,0.46015625,0.746875,0.109375,0.0984375
images/a812f608-8fe1-44be-ba76-270bd53ac59e.jpg,0.53359375,0.53671875,0.64296875,0.7453125
images/f1f78e43-4a3d-455d-9573-d9f458b3a59b.jpg,0.54609375,0.275,0.725,0.496875
images/b440840f-b3c2-42ac-9e02-2bfc116bfcbf.jpg,0.48359375,0.1875,0.3296875,0.1453125
images/fcebe304-7c1c-43ba-8d50-e50489391ac2.jpg,0.36953125,0.5140625,0.28515625,0.1
images/fce37d3e-8a1e-429a-84a3-f0bf1e52dc8d.jpg,0.45,0.5625,0.7109375,0.8046875
images/df8ba792-43e2-42d2-8000-d9359c8e42b2.jpg,0.546875,0.65859375,0.14921875,0.13125
images/2ac2b595-c755-4957-a1da-3d8e36084b8d.jpg,0.5140625,0.42578125,0.96171875,0.29921875
images/8c19f745-324a-4763-b500-576ff0d2d990.jpg,0.5,0.25,1.0,0.415625
images/60987c37-381f-4c71-b65d-ca64381a507b.jpg,0.4828125,0.3875,0.05390625,0.05859375
images/afff4691-8e94-4eaf-a5dd-c20b81ba40c9.jpg,0.48984375,0.671875,0.5875,0.36875
images/63d85580-541c-4d43-b913-fec1c0307c71.jpg,0.646875,0.56015625,0.06953125,0.09375
images/366f5b80-7a8c-49f5-8e10-fa83e7e6f172.jpg,0.8828125,0.06328125,0.134375,0.1234375
images/eb0c23fe-7b34-4ae4-a2ea-c7c8b5ad7e3d.jpg,0.628125,0.32890625,0.0875,0.13046875
images/908c9e34-e799-4972-8c42-95993ba4ae66.jpg,0.26875,0.56640625,0.521875,0.4890625
images/ab1be246-79dd-42e0-b3cd-1cce6221cba4.jpg,0.5,0.42890625,0.071875,0.05859375
images/5724c874-d66b-408e-b452-72b5c2f07af5.jpg,0.19140625,0.23984375,0.2515625,0.1765625
images/48765978-7f42-41f6-9d8e-bf02f0b489c1.jpg,0.48515625,0.5,0.675,1.0
images/1a8637ee-f475-4e12-83eb-fefbadc35732.jpg,0.246875,0.390625,0.190625,0.146875
images/950c0188-6d28-4542-81e1-75718fa359c9.jpg,0.50859375,0.35703125,0.8828125,0.61875
images/0a4eeeed-47e3-4f47-aa84-844972af48e5.jpg,0.51796875,0.24609375,0.66875,0.490625
images/54151ab8-6bb3-490f-bbed-1a0ea0cf2d45.jpg,0.46640625,0.3609375,0.8234375,0.50546875
images/c1a3e0cd-4346-43df-b79b-5e779044be39.jpg,0.25078125,0.48125,0.125,0.04765625
images/5c7b0e29-3a48-450f-a998-12c4f4a7185d.jpg,0.53671875,0.39453125,0.0984375,0.075
images/d2563412-d700-4029-a3ae-dee8bd2a36df.jpg,0.471875,0.25546875,0.09609375,0.1
images/080057b6-46e6-4ecb-8fe7-b83bc57be46c.jpg,0.621875,0.296875,0.19921875,0.278125
images/71868c19-24c4-4102-a1e5-e5a129885d5c.jpg,0.3546875,0.42890625,0.1625,0.1140625
images/d10f1317-8d92-4a89-9550-dd750e26e2ac.jpg,0.278125,0.5453125,0.5234375,0.72109375
images/8c137a3f-53c9-4418-9023-d1567b85fbea.jpg,0.63203125,0.36484375,0.209375,0.19375
images/5863e6ec-4edd-43aa-847e-eefcdf480d86.jpg,0.503125,0.5015625,0.99296875,0.46640625
images/9dc3e369-b2cb-46a9-8e23-bfc92c52592e.jpg,0.65625,0.16875,0.2890625,0.20078125
images/e0adc8a0-35e3-48cf-9eac-fb190af49eff.jpg,0.48046875,0.50703125,0.8046875,0.9453125
images/b57db89b-1f50-4f6c-b8af-e37b76727315.jpg,0.55,0.228125,0.05,0.06640625
images/0a98b727-c9a3-40df-88a7-4d79074f574c.jpg,0.5015625,0.509375,0.11171875,0.096875
images/de9b6a93-da37-491d-b45f-9086e9c344f4.jpg,0.59296875,0.303125,0.4984375,0.415625
images/bf7df033-2e0c-4b12-bbf6-2154255ac6a3.jpg,0.61484375,0.3171875,0.17265625,0.084375
images/6086db35-b536-4d70-850b-99ba775204cc.jpg,0.5,0.84453125,0.10703125,0.103125
images/da3c6e39-6380-48bd-88f9-bbf809015391.jpg,0.43125,0.4125,0.78203125,0.825
images/2f045d16-37ed-4349-aea2-46289f5ff467.jpg,0.5828125,0.3,0.615625,0.2875
images/07c780e9-b020-4992-9986-e7a1ebc497a3.jpg,0.371875,0.409375,0.11640625,0.04296875
images/2a3668de-ed5e-43b1-91e1-77aec5dc4db4.jpg,0.69375,0.42109375,0.134375,0.16953125
images/aafa615e-94f0-4c9d-82ab-9181ef1fcd28.jpg,0.509375,0.29375,0.96796875,0.50625
images/35250fcb-ee64-4fa0-8659-5ea7b3b928f2.jpg,0.48828125,0.49609375,0.9765625,0.590625
images/2d07f63b-3412-48b0-968c-63cdeadaf9bf.jpg,0.4953125,0.653125,0.64375,0.471875
images/e233c99e-87d1-4ca5-bf2a-40a90ba5cb12.jpg,0.47890625,0.51015625,0.67578125,0.59140625
images/7c84dc0f-efb8-4a11-bc36-dc2641bc9e9c.jpg,0.5296875,0.42890625,0.109375,0.075
images/11f58cca-4623-4202-becb-45d04c807cb6.jpg,0.56171875,0.55859375,0.1765625,0.08046875
images/e1b7ad97-a16b-4b47-b3e8-36b5e4f07bad.jpg,0.4921875,0.57265625,0.821875,0.3828125
images/6149140e-c32f-429a-8711-b988d9dc1576.jpg,0.32734375,0.61484375,0.4328125,0.66875
images/c667d026-9f98-4bec-8c7b-724d5537d1f9.jpg,0.7234375,0.35390625,0.12734375,0.13046875
images/5a9a1c47-57d6-449a-adc0-ae66c0d0ad8b.jpg,0.67109375,0.43203125,0.0984375,0.146875
images/4ddfadac-8ffa-4809-aa9a-382fe923154e.jpg,0.521875,0.834375,0.34140625,0.2984375
images/108ec929-2b51-4f67-ba3e-569543ba7241.jpg,0.521875,0.48359375,0.64921875,0.29375
images/9a8ba8a1-2baa-4830-a455-a597e4206198.jpg,0.7875,0.29453125,0.10625,0.15
images/a0346bf5-3698-4ec3-85d0-9e2e6acf2847.jpg,0.6609375,0.44453125,0.18359375,0.1390625
images/1a537680-9a57-41f4-bc33-dcbb10ffe382.jpg,0.3484375,0.70625,0.14140625,0.1015625
images/fc2496d2-65af-4ff2-a257-eaa768f2266f.jpg,0.52109375,0.6046875,0.9359375,0.69765625
images/c3075bc8-cb38-4e34-8ef8-02e3190641be.jpg,0.5,0.51953125,1.0,0.57734375
images/a6b06dac-ce15-49b4-aaad-472822c1358e.jpg,0.51875,0.50859375,0.8125,0.36328125
images/d5b82882-0e9d-467a-a25c-723ca29a4522.jpg,0.5,0.5296875,1.0,0.60546875
images/d78c742e-25ce-4e3c-92dd-db3850d00f15.jpg,0.4453125,0.425,0.30078125,0.1640625
images/4e648d87-b15e-4331-84d5-74f585782532.jpg,0.525,0.52265625,0.765625,0.48125
images/15f4b0d5-ccb0-4d87-8896-f40e6d2a4318.jpg,0.19921875,0.3453125,0.07421875,0.10390625
images/f3f0798e-4422-476f-aff0-d6670bf3d2b5.jpg,0.559375,0.41796875,0.09609375,0.08046875
images/6bd6d399-feff-44d7-8c94-0a50cf6adc0d.jpg,0.509375,0.4875,0.94375,0.846875
images/ed064b86-11e0-434f-88dc-83e770884bc4.jpg,0.403125,0.65859375,0.37734375,0.26875
images/9b044985-b1ca-4be5-8d81-40a2036afb75.jpg,0.50625,0.51171875,0.9125,0.9765625
images/f451854e-0a2f-4af1-992f-8c58a51ebd76.jpg,0.44609375,0.5125,0.1125,0.096875
images/0c3f012e-f65d-4793-8dde-3d6e88ab5ca9.jpg,0.4703125,0.49453125,0.3140625,0.4203125
images/40810fbb-47f9-4179-bb15-5218a1975787.jpg,0.4859375,0.29140625,0.075,0.04375
images/88907d55-63fb-4eea-8ff9-d5109c0ea5fa.jpg,0.52421875,0.53203125,0.12734375,0.08828125
images/18485192-16f8-4224-9443-e632546b3b12.jpg,0.5,0.3484375,1.0,0.45625
images/f0e96153-757b-4cb5-9249-cc77d2e957a0.jpg,0.4984375,0.35078125,0.996875,0.6796875
images/9cd83a4b-7082-4368-90eb-3d0a638286c2.jpg,0.48671875,0.540625,0.93125,0.8515625
images/d56d3d5f-fc52-470c-a89c-cf810cb957f9.jpg,0.5,0.328125,1.0,0.65625
images/d7d04b73-7c86-4bf8-a0cd-bb6a43f5eb4d.jpg,0.51875,0.83046875,0.35,0.3
images/1008d54b-613a-43a3-90ad-9bc2e9c2ea0f.jpg,0.5,0.421875,1.0,0.84375
images/9985d88e-e349-4340-ba60-715b64ad2c90.jpg,0.5,0.28359375,1.0,0.5671875
images/3480da1c-3cf6-4d65-9cc0-022c54cde555.jpg,0.5421875,0.41953125,0.11875,0.10546875
images/8f28068d-2578-4144-b34b-4c1eb651800c.jpg,0.55,0.38046875,0.1125,0.09453125
images/b6f144c1-9eec-489f-848c-2ead364087df.jpg,0.621875,0.2421875,0.24609375,0.30390625
images/1ff9f6cf-a2ac-4079-8ad6-627fd0fe598a.jpg,0.18359375,0.65390625,0.05859375,0.05625
images/b7beb777-a0f3-40d0-9bea-b046b4006652.jpg,0.58125,0.4859375,0.10859375,0.08046875
images/c08828cc-f288-4da7-a0b6-faf172ae373f.jpg,0.64296875,0.4,0.090625,0.0875
images/cb4e9dba-7d26-43cb-904c-23d5b079ed4d.jpg,0.50703125,0.48984375,0.12890625,0.09765625
images/b62d0bd1-1b12-410d-9745-bb58274fe595.jpg,0.73984375,0.321875,0.51953125,0.52734375
images/da181511-9db8-46c3-baf5-f900b1f39780.jpg,0.29140625,0.325,0.4859375,0.39140625
images/bccd5f8f-2e3f-4fe4-aceb-5cc5c3f425ec.jpg,0.62265625,0.4609375,0.71953125,0.71171875
images/cad7eb8c-aa2d-411c-ba81-e29eb4e73ec0.jpg,0.51015625,0.52109375,0.884375,0.4359375
images/8f9ddb14-1506-477a-97cd-dc2936c73aa5.jpg,0.41484375,0.5015625,0.2078125,0.13046875
images/70a9e966-3834-4aab-8ac0-8042795d5e30.jpg,0.31328125,0.36171875,0.3875,0.26640625
images/906df730-0670-4f68-997a-ee5b4d579b1c.jpg,0.5890625,0.23046875,0.62578125,0.24921875
images/129fb3f6-0caf-4d0c-adeb-e1e43d43dc6b.jpg,0.47890625,0.4671875,0.51171875,0.434375
images/c4d1a90e-b27b-4c31-bd39-fa162fab32f6.jpg,0.7265625,0.57421875,0.0828125,0.10546875
images/324f61a3-8c7b-4681-99a1-aac8785a1493.jpg,0.52109375,0.28828125,0.88125,0.4234375
images/96978c6a-56aa-4dc5-a6c2-d73cb7219b26.jpg,0.48671875,0.5,0.6671875,0.6640625
images/4cb5010b-5b09-4077-8774-2ef79b8d6bd2.jpg,0.51640625,0.375,0.86484375,0.6296875
images/75bba77b-9e19-4fc4-bf2a-ced389a531a4.jpg,0.6375,0.3984375,0.071875,0.05546875
images/9b8976e4-e1a8-423b-b6bd-857eb099e8ba.jpg,0.54609375,0.39140625,0.7796875,0.478125
images/9404e0e9-0f45-4007-bceb-3f2c8f4c6c8f.jpg,0.46328125,0.54375,0.190625,0.2515625
images/5cef8562-62c6-4ce7-9059-8cfc6eda12dc.jpg,0.5609375,0.371875,0.078125,0.08125
images/b2d2e954-bf2a-443c-bfbf-7d334d633e52.jpg,0.6765625,0.16015625,0.1859375,0.0609375
images/c1243b50-3ee4-490c-b4a4-c56ce7d9415e.jpg,0.34140625,0.35625,0.2515625,0.26796875
images/b29445a8-f0e3-40ce-ac69-b2a6867189e7.jpg,0.3703125,0.56640625,0.109375,0.13359375
images/2ce33cde-3a7c-4650-b356-fe0c761b5f49.jpg,0.5015625,0.49765625,0.98203125,0.8890625
images/461168f7-b31b-4ea0-9238-b673ae8a7015.jpg,0.50234375,0.28203125,0.140625,0.15546875
images/8b4e666c-7d6f-4b28-9287-c634fc5d2bc5.jpg,0.5375,0.465625,0.69609375,0.40390625
images/63a5bb7f-b794-4c40-a1ce-8f886a08855b.jpg,0.4734375,0.64296875,0.45234375,0.4359375
images/5d043553-7b36-4615-9782-abc3b45223c1.jpg,0.50859375,0.465625,0.88515625,0.653125
images/d8822289-30e6-4a9c-a9f3-527ea241e6dd.jpg,0.24140625,0.27734375,0.14375,0.2140625
images/0d2a63e3-12b5-4bf0-9f30-126345e0033c.jpg,0.496875,0.5125,0.09453125,0.078125
images/7a1d2f99-61fd-4a62-bb67-5293e0b7bee2.jpg,0.49140625,0.43828125,0.09296875,0.0375
images/0ddbe198-443c-42be-b00a-0b39225a55a2.jpg,0.48046875,0.3859375,0.2578125,0.125
images/b9d59a81-4ae5-4f0a-be91-524ed828f96b.jpg,0.5140625,0.259375,0.89296875,0.50078125
images/59eefabb-b140-4098-9617-f19e0583c711.jpg,0.56171875,0.48828125,0.040625,0.0515625
images/7be9fbbd-6ec8-4231-94ee-cb5425e51c37.jpg,0.5,0.3765625,1.0,0.5734375
images/53107224-52f6-4652-ab4b-dc845ae1cc9d.jpg,0.78359375,0.528125,0.1625,0.13359375
images/aa5e06e6-82f3-488b-8d55-f4a2722c7e2c.jpg,0.6,0.3265625,0.2296875,0.1265625
images/009f0ec8-df93-4c6d-8709-5f86af069a26.jpg,0.50078125,0.27734375,0.9984375,0.55078125
images/67f2bafc-8888-47b4-ab26-dee7ba0402c8.jpg,0.621875,0.775,0.109375,0.075
images/bcfe5e29-3fad-46d3-bad1-3e353892b823.jpg,0.534375,0.27890625,0.08984375,0.1109375
images/ad2f6a0e-96ef-49ce-863b-68e31a08912f.jpg,0.18203125,0.40625,0.18125,0.1703125
images/8beb08a2-bcdd-4a15-9790-9a3f79bc0249.jpg,0.46328125,0.53515625,0.1078125,0.090625
images/60b473fc-32ce-4afc-8ae5-76e76e146563.jpg,0.50625,0.3671875,0.61796875,0.33203125
images/e2d6304b-307a-40b7-8282-78a01aad1003.jpg,0.46640625,0.26875,0.6109375,0.3625
images/ab00229d-c970-47ff-a57d-20e4c61294d4.jpg,0.5234375,0.490625,0.3125,0.4640625
images/28b05200-37fe-46c0-9579-85173c30985a.jpg,0.684375,0.42109375,0.1125,0.08046875
images/70e0bcf9-337f-497d-b52b-e0cde9deeada.jpg,0.40625,0.27109375,0.2921875,0.41796875
images/156a1c8d-438b-42a4-b0ae-80f6644a2ee4.jpg,0.49765625,0.4671875,0.30703125,0.2234375
images/964d6fa1-0ff4-48ff-a7a0-2bfd5af841a1.jpg,0.6140625,0.32421875,0.07890625,0.1015625
images/c017ba46-4dfa-4636-b893-a21a20718c83.jpg,0.4953125,0.4671875,0.8703125,0.934375
images/c1615f20-2bd6-4321-a994-33f4969f0fc3.jpg,0.5,0.46484375,0.71875,0.4765625
images/d9effb15-12e8-40b8-9942-58434d969528.jpg,0.54609375,0.48125,0.16015625,0.10546875
images/2c814c98-20d2-4f85-bd3e-2741e0983fde.jpg,0.659375,0.115625,0.23046875,0.1984375
images/bde88d40-36e9-4c53-bc2b-f07d40fb3127.jpg,0.4953125,0.36484375,0.4515625,0.3515625
images/59f40486-30cd-4447-9a8a-9d86cdd1a8d3.jpg,0.51171875,0.48359375,0.87109375,0.6765625
images/74bd99bf-0138-4330-8951-20f331220560.jpg,0.4578125,0.4671875,0.04140625,0.0203125
images/9ff1f57c-b966-4f2f-a0cc-6b76a3133a9b.jpg,0.58984375,0.42109375,0.1625,0.15
images/19e6816c-fea6-47d0-821e-685b02387a5d.jpg,0.72578125,0.3796875,0.54765625,0.36171875
images/198d598b-6fed-4a39-94c7-5d78f08a7dbb.jpg,0.40625,0.3875,0.09296875,0.096875
images/92405bdc-b879-4127-b087-df87950f11c1.jpg,0.48125,0.40625,0.4421875,0.1859375
images/10b12e8e-4ac1-4f57-874c-7cfbaeb7751b.jpg,0.48046875,0.42109375,0.68515625,0.38671875
images/1c3af233-b250-4776-9923-7818c76fedc7.jpg,0.5,0.2765625,1.0,0.54609375
images/5f058144-df30-4ccf-9faf-5d5005e539d1.jpg,0.490625,0.1890625,0.15234375,0.12265625
images/6f755c12-dbc8-4a98-9569-54258c479023.jpg,0.54140625,0.4953125,0.41328125,0.27421875
images/56b5de55-7e4e-4277-81c0-edd75c507505.jpg,0.7015625,0.2234375,0.2890625,0.15703125
images/b813a8a6-655a-445c-9c32-9bcda90698e5.jpg,0.5859375,0.47265625,0.18125,0.159375
images/93ae77ad-de37-46ff-85b8-a8c9986f689a.jpg,0.403125,0.421875,0.1875,0.1109375
images/616a98f7-aa3b-4a4a-a858-0b074c755c96.jpg,0.50625,0.45703125,0.9875,0.6515625
images/a1053577-48fe-4dcc-ae47-fad20b09b203.jpg,0.4890625,0.50703125,0.115625,0.09609375
images/dfde8c4c-f79a-44ab-b606-e2796458e0ca.jpg,0.4484375,0.24140625,0.21875,0.15546875
images/02309eda-7277-4912-b1cd-222a42b5fc66.jpg,0.703125,0.12421875,0.06484375,0.0765625
images/1c5187d2-1d47-4a25-9c2c-77deb25fd6a8.jpg,0.5,0.1890625,1.0,0.378125
images/e8ea6836-37ef-43b7-820b-970949202fc1.jpg,0.6125,0.1578125,0.10703125,0.0984375
images/0d9789eb-3a93-48c9-851d-225d89bd7d58.jpg,0.5078125,0.41640625,0.98203125,0.353125
images/49ea1d08-7ea3-4a25-8b7f-6eadede2cdad.jpg,0.4875,0.38203125,0.0625,0.0640625
images/30c4f9bd-9260-4584-a5f1-a592af201824.jpg,0.3453125,0.7875,0.1078125,0.121875
images/737dee21-8231-4825-96f5-8ad04fae1800.jpg,0.54375,0.23125,0.146875,0.11953125
images/ad98eb08-721e-4022-922a-9eef1a139108.jpg,0.5,0.346875,1.0,0.54296875
images/598986f7-c2de-4847-982b-b2f574915af7.jpg,0.49921875,0.4765625,0.4921875,0.2921875
images/dc63b6db-63cf-4bcd-b325-934864bd2f89.jpg,0.721875,0.76875,0.09921875,0.10390625
images/34666f1e-1b45-4c92-bfd4-3f361577e8db.jpg,0.6484375,0.81953125,0.08125,0.13359375
images/64c9a2a7-2192-4660-9cfa-5cb54bc6c5c8.jpg,0.39609375,0.40078125,0.12265625,0.11640625
images/26e6f109-8031-4ba9-95ce-5774736f7788.jpg,0.428125,0.38984375,0.75546875,0.2734375
images/7988e36e-5132-469e-919f-733365860b24.jpg,0.50390625,0.52578125,0.8875,0.6703125
images/48f0a764-1df8-45f3-81d9-13f2be5deb56.jpg,0.50625,0.43359375,0.94296875,0.73359375
images/1a6b3cea-0bbf-48a8-9bf9-2cde6877fb9f.jpg,0.50078125,0.4390625,0.99765625,0.87265625
images/a8172086-5930-4826-86dd-ebde2dae2f4c.jpg,0.46796875,0.23203125,0.6078125,0.125
images/dcab2dde-191e-418c-beed-d805ba7aee4b.jpg,0.53828125,0.275,0.2734375,0.3
images/a260ba80-4bb3-4364-b8d2-aa75cbd2083a.jpg,0.5109375,0.50234375,0.90078125,0.7234375
images/7f0a7164-0e01-4dec-9952-79d504a4316b.jpg,0.6421875,0.3875,0.134375,0.06640625
images/22710d78-ae1c-4e96-b961-0c4cf9515707.jpg,0.51796875,0.4890625,0.9203125,0.5953125
images/f4917c23-09c6-44d3-bc62-91dd1b8ab8f0.jpg,0.4640625,0.5015625,0.21875,0.11953125
images/e706b789-d3fb-4a1d-8b5d-c2d87e7b0129.jpg,0.425,0.44453125,0.65703125,0.7828125
images/c123d8b5-e738-4f76-bb94-1402bf4b54d7.jpg,0.48671875,0.39609375,0.2390625,0.14140625
